Date,Open,High,Low,Close,Volume
2000-01-03,5.216743724290715,5.308804282254395,5.198332062210592,5.2781171798706055,3431200
2000-01-04,5.241291488222121,5.32721429950445,5.198330457174685,5.210605144500732,5997600
2000-01-05,5.21674492973175,5.321080202920316,5.16764615392251,5.198333263397217,10562400
2000-01-06,5.204469016038203,5.44996283754944,5.192194324962641,5.388589382171631,15300000
2000-01-07,5.646356431602522,6.03914644423574,5.584982992128581,6.020734786987305,16160800
2000-01-10,6.069834917560809,6.075971888308703,5.873439866625578,5.916400909423828,9336000
2000-01-11,5.793653586883229,6.020735722827331,5.762967236970238,5.928675174713135,9988000
2000-01-12,5.879576282149565,5.99004848786845,5.8427522135766035,5.873439311981201,6378400
2000-01-13,5.9041250359671436,6.082108389815627,5.87343868999974,6.057559013366699,6981600
2000-01-14,6.088244749614724,6.168030589677184,6.039146001633959,6.05142068862915,9292800
2000-01-18,5.916399897155115,5.990048028654971,5.720004879822165,5.7936530113220215,5514400
2000-01-19,5.744553998738778,5.934812037820672,5.744553998738778,5.842751502990723,7730400
2000-01-20,5.842752136167933,5.990048408508301,5.744554621274354,5.990048408508301,8457600
2000-01-21,5.990048745459612,5.990048745459612,5.670906804103157,5.732280254364014,12880800
2000-01-24,5.634081459713723,5.701592614325808,5.357901370595995,5.419274806976318,9503200
2000-01-25,5.4499611505727525,5.517472305184836,5.357901370595995,5.419274806976318,8416000
2000-01-26,5.3517659579037575,5.529749374675639,5.3517659579037575,5.4070024490356445,8797600
2000-01-27,5.40700064288532,5.431550019812864,5.290390727885722,5.321077823638916,9053600
2000-01-28,5.130820904095212,5.36404003609954,5.130820904095212,5.16764497756958,12754400
2000-01-31,5.167643709002801,5.425412160045696,5.161506739524105,5.2044677734375,4790400
2000-02-01,5.2535667679714715,5.443824817573556,5.21674270184083,5.345627307891846,3984000
2000-02-02,5.3885902515727135,5.54816126130038,5.3885902515727135,5.486787796020508,6660000
2000-02-03,5.437685012817383,5.499058432826608,5.406998677406398,5.437685012817383,13720800
2000-02-04,5.462235007517138,5.5788448935072426,5.462235007517138,5.572707176208496,7199200
2000-02-07,5.499060248775609,5.744554009881663,5.480648591286407,5.713867664337158,11616800
2000-02-08,5.499061584472656,5.609533803803581,5.474512202399118,5.499061584472656,8325600
2000-02-09,5.548158573709635,5.566570978968324,5.27811545729014,5.296527862548828,7526400
2000-02-10,5.683180332183838,5.934811801399104,5.603395237751235,5.683180332183838,20888000
2000-02-11,5.609533803803581,5.80592886039189,5.486786893435887,5.499061584472656,18896000
2000-02-14,5.560433496747699,5.646356310163226,5.535884121486119,5.584982872009277,7276000
2000-02-15,5.73227878871717,6.033008992697548,5.720004101803428,5.8304762840271,16885600
2000-02-16,5.86116384435506,6.137343947394045,5.824339780670695,6.020734786987305,16412800
2000-02-17,6.088246233657625,6.352152817570324,6.075971543670411,6.174169063568115,12419200
2000-02-18,6.100519708629303,6.137343771256844,5.621806894471269,5.683180332183838,15170400
2000-02-22,5.695455054031676,5.855025993045495,5.664768709584296,5.775240898132324,5828800
2000-02-23,5.720004602290658,5.744553978266154,5.584983034425427,5.621807098388672,9806400
2000-02-24,5.560435094629501,5.572709785787623,5.1001345507937526,5.16764497756958,13012000
2000-02-25,5.167644891506288,5.192194273413681,4.965112865364134,5.032623291015625,9658400
2000-02-28,5.008075032150989,5.1492343843668165,4.958976257325979,5.051036834716797,8533600
2000-02-29,5.026485791477162,5.1001339294534755,5.008073382389283,5.020348072052002,7711200
2000-03-01,5.020346769206311,5.437686109433731,4.8914629357886055,5.364037990570068,12564800
2000-03-02,5.376314176831927,5.400863556634812,5.106270999000186,5.155369758605957,7538400
2000-03-03,5.149230910573053,5.431548675358573,5.1124068542966805,5.345625877380371,3794400
2000-03-06,5.333353136770685,5.333353136770685,5.1308203788030715,5.155369758605957,4090400
2000-03-07,5.0571737094801295,5.0694484029497415,4.7994051466182786,4.811679840087891,8610400
2000-03-08,4.7994031292872785,4.8546396012769275,4.553909363083326,4.676656246185303,10363200
2000-03-09,4.676656946187056,4.873051988546618,4.627558185597167,4.817816257476807,6700000
2000-03-10,4.8116773281987815,5.0080723211864875,4.768716298076443,4.995797634124756,6710400
2000-03-13,4.811675677796883,4.958971872015154,4.811675677796883,4.916010856628418,6282400
2000-03-14,4.8975984577575415,4.9528349051829865,4.817813393816237,4.916010856628418,3949600
2000-03-15,4.879190201600729,5.081722234920369,4.860777789923831,5.0510358810424805,12876000
2000-03-16,4.971249257917885,5.222880767789006,4.885326431237822,5.1185455322265625,11164000
2000-03-17,5.204467653362283,5.3026651562559115,5.026485053961328,5.069446086883545,9671200
2000-03-20,5.093994646702172,5.241290877450187,5.075582992452357,5.204466819763184,5468800
2000-03-21,5.204469133306433,5.339490738179949,5.204469133306433,5.302666664123535,4168800
2000-03-22,5.278114526247241,5.394724407816128,5.1062689370205865,5.198329448699951,5897600
2000-03-23,5.1553683204563585,5.364037990570068,5.130818947501805,5.364037990570068,6003200
2000-03-24,5.357900949576047,5.65249342105274,5.345626263264519,5.640218734741211,8687200
2000-03-27,5.578845402979159,5.584982371651004,5.437686133277791,5.474510192871094,4664800
2000-03-28,5.400863802459924,5.517473736425042,5.3947268318236805,5.437687873840332,3800800
2000-03-29,5.443826773427457,5.492925545908481,5.35176620043163,5.468376159667969,3594400
2000-03-30,5.4651790518948085,5.686242474218643,5.459038776070272,5.624835968017578,5237600
2000-03-31,5.62483946882204,5.864325366853716,5.545011335872553,5.858184337615967,7032800
2000-04-03,5.833617919784013,6.140650441877908,5.827477644137694,6.097666263580322,7430400
2000-04-04,6.091527287361553,6.091527287361553,5.67396291685693,5.968714237213135,8253600
2000-04-05,5.88888450044551,5.987134913386489,5.802915389122154,5.89502477645874,5006400
2000-04-06,5.8888870507910385,6.091528240445602,5.858183408654339,6.060825347900391,5516000
2000-04-07,6.048541617572688,6.073104221604271,5.919587571611289,6.066963195800781,5463200
2000-04-10,6.152932837984567,6.31258977789235,6.146792561245277,6.275745868682861,7511200
2000-04-11,6.18977786586841,6.429264068603516,6.097668450993442,6.429264068603516,10399200
2000-04-12,6.386280656958592,6.76700123458497,6.361718039047212,6.668750762939453,10133600
2000-04-13,6.699453442546464,6.736297362031093,6.220482114450559,6.521373748779297,13784000
2000-04-14,6.459969501515825,6.459969501515825,6.079248865494931,6.281890869140625,5155200
2000-04-17,6.226622438430786,6.343295600576676,6.066965452829996,6.2634663581848145,5120800
2000-04-18,6.189776249703644,6.404699785742879,6.134510765126886,6.373995780944824,4708000
2000-04-19,6.23890523258166,6.459968803814868,6.226623923068703,6.355578422546387,5062400
2000-04-20,6.232762249784863,6.711733487880186,6.232762249784863,6.595060348510742,9542400
2000-04-24,6.63190279523405,6.852966221741852,6.625762894088877,6.822263717651367,5580000
2000-04-25,6.816125348374084,6.816125348374084,6.631905744363974,6.705593585968018,12896000
2000-04-26,6.7301555609991635,6.797703492315936,6.582779891780203,6.613483905792236,8431200
2000-04-27,6.656467499934869,6.730155332037469,6.570498362481835,6.588921070098877,7212800
2000-04-28,6.68103219761431,6.68103219761431,6.502953963997466,6.552079200744629,5775200
2000-05-01,6.490669788844281,6.533653602426847,6.337152742203483,6.343294143676758,6320800
2000-05-02,6.386279719216484,6.398561026368823,6.1590759116939555,6.189778804779053,12139200
2000-05-03,6.140653941096092,6.1529352489782845,5.9195903992166325,6.01784086227417,15127200
2000-05-04,6.3310127015182145,6.3310127015182145,6.091526533764812,6.134511470794678,17708000
2000-05-05,6.232762473914494,6.275746665319639,6.171355950770465,6.195918560028076,11467200
2000-05-08,6.195920093502013,6.509093064250369,6.152935141866857,6.484530448913574,8276000
2000-05-09,6.4108405244943185,6.705591812976817,6.386277917120777,6.668747901916504,8402400
2000-05-10,6.705593696677925,6.877531996592744,6.656468468130834,6.717875003814697,10783200
2000-05-11,6.785422436759838,6.9389380149323845,6.754718421615595,6.797703742980957,12660000
2000-05-12,6.8836736675872165,7.043330666577304,6.797704514284861,7.012626647949219,12364000
2000-05-15,7.074030890536668,7.3687821776423625,7.074030890536668,7.33193826675415,13902400
2000-05-16,7.614407231985044,7.614407231985044,7.325797384880023,7.430187702178955,12806400
2000-05-17,7.3565008740129585,7.442469999418786,7.295094355865939,7.33193826675415,8849600
2000-05-18,7.344220724413471,7.71880129356108,7.338080821225265,7.614409446716309,13567200
2000-05-19,7.553005261429008,7.6082719031774415,7.430192167747235,7.503880023956299,8583200
2000-05-22,7.553003010617516,7.620550941604695,7.325799604604987,7.497737884521484,7230400
2000-05-23,7.467034040623013,7.53458197314771,7.381064898707946,7.411768913269043,6759200
2000-05-24,7.516159333157119,7.786348067355577,7.516159333157119,7.651253700256348,19460000
2000-05-25,7.663536933639895,7.743366192956936,7.497740009186426,7.522302627563477,22335200
2000-05-26,7.467031840241132,7.620548869442562,7.387204124435026,7.4547505378723145,6431200
