Date,Close,High,Low,Open,Volume
2000-01-03,0.841047525,0.845273666,0.764033575,0.787983174,535796800
2000-01-04,0.770138681,0.831185671,0.760276953,0.813341297,512377600
2000-01-05,0.781408429,0.830716277,0.773895363,0.77953015,778321600
2000-01-06,0.713786781,0.803949513,0.713786781,0.79737556,767972800
2000-01-07,0.747597873,0.758868349,0.717543957,0.725057022,460734400
2000-01-10,0.734449327,0.768259808,0.711908471,0.766381529,505064000
2000-01-11,0.696881354,0.74665878,0.679976141,0.720830952,441548800
2000-01-12,0.655087531,0.717544089,0.649921423,0.713786678,976068800
2000-01-13,0.726935267,0.741962251,0.695003071,0.709912233,1032684800
2000-01-14,0.754641652,0.768259893,0.746659002,0.751354676,390376000
2000-01-18,0.780938983,0.796436354,0.754641568,0.758868512,459177600
2000-01-19,0.800662339,0.81709802,0.776712739,0.793618002,597643200
2000-01-20,0.852787852,0.912895706,0.852787852,0.867814791,1831132800
2000-01-21,0.836351931,0.85842245,0.827898898,0.85842245,495924800
2000-01-24,0.798314571,0.847151985,0.789861488,0.814750203,440876800
2000-01-25,0.843395591,0.849970447,0.769199864,0.788922526,497145600
2000-01-26,0.82789892,0.857952891,0.824611994,0.826490223,367158400
2000-01-27,0.826490402,0.849031312,0.803949543,0.817567784,340144000
2000-01-28,0.76356405,0.833064137,0.756050984,0.812871948,423348800
2000-01-31,0.779530287,0.780469452,0.710030238,0.758868561,701680000
2000-02-01,0.753232777,0.788922388,0.751354548,0.781408469,318035200
2000-02-02,0.742431939,0.767320655,0.72881365,0.756990195,464195200
2000-02-03,0.776243329,0.783287666,0.75323284,0.753702422,475193600
2000-02-04,0.811463237,0.826490171,0.778591021,0.780938883,425320000
2000-02-07,0.857013702,0.858422449,0.795966698,0.811463265,441067200
2000-02-08,0.863119066,0.872510312,0.835882486,0.85654421,408643200
2000-02-09,0.846212983,0.880024321,0.844804336,0.857483463,299364800
2000-02-10,0.852787852,0.855605246,0.826490384,0.848092128,302982400
2000-02-11,0.817098141,0.857483378,0.813341582,0.853726819,212251200
2000-02-14,0.870162308,0.87063189,0.816158794,0.821324048,367539200
2000-02-15,0.894112051,0.901156387,0.865466826,0.865936408,485744000
2000-02-16,0.857483149,0.887537917,0.842456216,0.884719721,378246400
2000-02-17,0.863119066,0.867814689,0.849970358,0.865466877,289497600
2000-02-18,0.835882246,0.866875275,0.833064001,0.861240489,233441600
2000-02-22,0.8551355,0.87861552,0.80160151,0.827429391,422296000
2000-02-23,0.873449385,0.89411201,0.834003267,0.850791562,473099200
2000-02-24,0.865583897,0.89505132,0.839639043,0.88143303,376432000
2000-02-25,0.829307795,0.879085287,0.827429565,0.862649601,249144000
2000-02-28,0.850909412,0.864058119,0.814280734,0.827429441,328328000
2000-02-29,0.861240804,0.880963466,0.845743482,0.853257302,368961600
2000-03-01,0.979108512,0.992257217,0.890355358,0.89082494,1077003200
2000-03-02,0.916652679,0.961264094,0.906790951,0.954220561,311259200
2000-03-03,0.96173346,0.96349482,0.90162564,0.938253449,323366400
2000-03-06,0.944359004,0.970186834,0.939192897,0.946706816,210560000
2000-03-07,0.923226833,0.957507747,0.910078127,0.949993828,273011200
2000-03-08,0.916652679,0.931210129,0.890824855,0.92322663,271230400
2000-03-09,0.918531299,0.939193023,0.888477325,0.908199985,276718400
2000-03-10,0.944828749,0.961264433,0.909139083,0.914305192,248606400
2000-03-13,0.911486924,0.950463462,0.897868634,0.917592096,303956800
2000-03-14,0.858422339,0.933558007,0.85654401,0.910782315,428579200
2000-03-15,0.873449385,0.903504158,0.857483286,0.868753763,443609600
2000-03-16,0.913365185,0.916652964,0.860300773,0.881432983,378100800
2000-03-17,0.939192891,0.939192891,0.898807609,0.90256507,305043200
2000-03-20,0.924165964,0.948585047,0.919470241,0.927923325,204489600
2000-03-21,1.01385963,1.027477825,0.913835938,0.920879475,524328000
2000-03-22,1.083359003,1.084768552,0.988500676,0.997658082,567996800
2000-03-23,1.061758161,1.129849499,1.051896431,1.066923365,562564800
2000-03-24,1.042034388,1.081480492,1.018084795,1.070210019,446913600
2000-03-27,1.048609614,1.087586154,1.02841657,1.03405226,279182400
2000-03-28,1.045322061,1.066922938,1.03029423,1.031233394,202966400
2000-03-29,1.021373034,1.047670448,1.005523902,1.047200966,239836800
2000-03-30,0.944828749,1.034521793,0.942480837,1.003527951,414400000
2000-03-31,1.020433784,1.031233775,0.946706758,0.957507652,404633600
2000-04-03,1.001649737,1.048140204,0.972534924,1.018085424,328563200
2000-04-04,0.956568539,0.999301632,0.877206723,0.996484238,660329600
2000-04-05,0.979578793,0.998362282,0.931679702,0.95022835,457665600
2000-04-06,0.940602481,1.010572153,0.926044226,0.981457347,259627200
2000-04-07,0.98990947,0.990848534,0.942950238,0.956098943,242435200
2000-04-10,0.939193189,0.99742372,0.93731496,0.989440217,212262400
2000-04-11,0.897399187,0.938253961,0.887067872,0.927923549,541822400
2000-04-12,0.820854545,0.894111992,0.787983232,0.894111992,941136000
2000-04-13,0.855135441,0.901625894,0.815219742,0.837760645,529827200
2000-04-14,0.840577841,0.886597848,0.818976057,0.821323918,667620800
2000-04-17,0.930740893,0.931210475,0.819446004,0.822733833,409561600
2000-04-18,0.953281641,0.953281641,0.896929453,0.927923392,390924800
2000-04-19,0.910078347,0.978639288,0.899747032,0.948115828,520150400
2000-04-20,0.893172801,0.937314639,0.879554513,0.929331941,722120000
2000-04-24,0.905382574,0.905382574,0.862179893,0.864058122,443620800
2000-04-25,0.964081585,0.967369363,0.917122356,0.917591938,391641600
2000-04-26,0.911487162,0.961734092,0.901626231,0.951402776,366912000
2000-04-27,0.952341735,0.954220867,0.875915173,0.880493827,326603200
2000-04-28,0.932149351,0.95797728,0.911486827,0.955159886,249580800
2000-05-01,0.93402797,0.940133144,0.915714054,0.938254011,226195200
2000-05-02,0.88565892,0.948585056,0.882841526,0.926044202,236432000
2000-05-03,0.864527762,0.911017422,0.838699928,0.893642572,489798400
2000-05-04,0.831655443,0.865936355,0.830716278,0.864997191,399515200
2000-05-05,0.84997046,0.862180004,0.831890433,0.832594757,284076800
2000-05-08,0.827429473,0.854196421,0.826490309,0.842221619,184900800
2000-05-09,0.792209268,0.835882325,0.787983178,0.828837989,327140800
2000-05-10,0.746189177,0.788922266,0.741962235,0.78187793,535091200
2000-05-11,0.772486687,0.783287582,0.743841463,0.761685842,499744000
2000-05-12,0.808645844,0.830246782,0.787161074,0.796436303,306913600
2000-05-15,0.758868694,0.811933068,0.752293888,0.811933068,678932800
2000-05-16,0.794087589,0.819445835,0.772017121,0.785282795,440451200
2000-05-17,0.761685789,0.779060584,0.75417187,0.778591002,398092800
2000-05-18,0.756990194,0.788452813,0.75605103,0.773895409,373777600
2000-05-19,0.706273615,0.745719733,0.70157709,0.745719733,740667200
2000-05-22,0.675749242,0.704395317,0.646164855,0.704395317,755507200
2000-05-23,0.644756138,0.701577049,0.643347442,0.679976164,517585600
2000-05-24,0.658844113,0.674340633,0.623624079,0.647573684,678462400
2000-05-25,0.65567404,0.696177098,0.646164923,0.66494927,406750400
2000-05-26,0.648982167,0.675279575,0.640529988,0.661191707,181148800
2000-05-30,0.657905042,0.662131134,0.614232823,0.658374574,713059200
2000-05-31,0.631137729,0.685610818,0.629729032,0.652739463,433507200
2000-06-01,0.669644833,0.672931758,0.603901308,0.61423262,903840000
2000-06-02,0.695472836,0.749476366,0.668705838,0.704395454,792848000
2000-06-05,0.686080515,0.715664903,0.673870974,0.7011075,323668800
2000-06-06,0.697820604,0.726935412,0.678567526,0.69101191,525481600
2000-06-07,0.725526869,0.728813846,0.688428601,0.703456393,337019200
2000-06-08,0.712377965,0.740084075,0.699698841,0.733510174,238526400
2000-06-09,0.719422281,0.735857912,0.709090969,0.726935296,252358400
2000-06-12,0.685141504,0.724587627,0.682793692,0.724118045,290337600
2000-06-13,0.710030198,0.711438895,0.662600624,0.68514148,351456000
2000-06-14,0.6795066,0.723178807,0.677158739,0.711438798,277446400
2000-06-15,0.694064021,0.701577087,0.668705724,0.685610988,248572800
2000-06-16,0.685141504,0.704395435,0.669175402,0.702516303,303564800
2000-06-19,0.725996256,0.735388454,0.674810126,0.680445766,394004800
2000-06-20,0.760746777,0.78093902,0.739145035,0.740084149,501390400
2000-06-21,0.835882306,0.855604962,0.756050914,0.758868358,490000000
2000-06-22,0.807705879,0.865936395,0.804888486,0.837760703,467712000
2000-06-23,0.776712716,0.820854503,0.763564011,0.80817538,204965600
2000-06-26,0.813341558,0.822733757,0.783287636,0.788922423,185354400
2000-06-27,0.777652025,0.834003364,0.775773746,0.808175531,203470400
2000-06-28,0.818037033,0.832124851,0.77389525,0.801131822,286428800
2000-06-29,0.77013886,0.810524092,0.767320614,0.797375386,203660800
2000-06-30,0.787044108,0.825551113,0.776712795,0.79361806,323097600
2000-07-03,0.801132083,0.81615902,0.783287701,0.783287701,70828800
2000-07-05,0.775773525,0.829307455,0.762624821,0.800192654,265216000
2000-07-06,0.778591096,0.795497164,0.745719781,0.788922409,309545600
2000-07-07,0.818037152,0.823672792,0.78328756,0.790331044,263603200
2000-07-10,0.858422518,0.875328586,0.807705919,0.812872027,397796000
2000-07-11,0.855605066,0.890355461,0.833064162,0.85654413,357896000
2000-07-12,0.884719849,0.885658913,0.84715196,0.873449372,225433600
2000-07-13,0.849031091,0.911017259,0.822733679,0.87908506,445659200
2000-07-14,0.866875291,0.886597945,0.854665751,0.858422309,190276800
2000-07-17,0.876267731,0.883780748,0.858422499,0.875328567,260002400
2000-07-18,0.860300779,0.884719965,0.854665992,0.879085178,318404800
