Date,Close,High,Low,Open,Volume
2000-01-03,24.71065521,24.81716666,23.64554076,23.64997874,57710200
2000-01-04,23.55678558,24.95918653,23.36151457,24.26686201,51019600
2000-01-05,23.75205421,24.39112294,22.86445877,23.57453512,52389000
2000-01-06,22.36740685,23.6810482,22.20763965,23.21949853,55171200
2000-01-07,23.29050255,23.29050255,21.9768614,22.01236521,41096400
2000-01-10,24.35562134,24.78166719,23.89407166,24.35562134,53619800
2000-01-11,25.47397423,26.23730586,25.07455651,25.15444006,105481800
2000-01-12,25.91779709,26.91190437,25.34973578,25.81128559,97326600
2000-01-13,25.86451912,26.41482804,25.3674659,26.32606853,76104200
2000-01-14,29.27288437,30.28474271,27.90598801,27.97699561,184405200
2000-01-18,29.00660706,30.03621734,28.47405001,28.48736394,102100600
2000-01-19,28.42080116,29.00661405,28.36754545,28.68707975,45568000
2000-01-20,27.16041565,28.63382382,27.10715993,28.33204142,70002000
2000-01-21,27.81722641,27.90598591,27.16040613,27.26691753,55558200
2000-01-24,28.06576347,29.78769836,27.90599632,29.03768033,74832600
2000-01-25,28.84684563,28.91785325,27.6752199,28.22552895,51382600
2000-01-26,27.40893173,28.74032414,27.37342793,28.61606085,49306200
2000-01-27,27.8704834,28.72257461,27.12490359,28.2255214,61482000
2000-01-28,26.69887924,28.04802474,26.43260053,27.62197879,53922800
2000-01-31,28.10128212,28.13678595,26.37934632,26.59236931,68453200
2000-02-01,28.81134987,28.82910178,27.4444528,27.94150628,48051400
2000-02-02,28.42080116,29.23738883,28.31428973,28.68707975,52080600
2000-02-03,29.60130119,29.7256018,28.62465358,28.89101202,56126000
2000-02-04,29.76112175,30.75552677,29.61906389,29.65457835,55953800
2000-02-07,30.66674232,30.72001403,29.58355108,29.81439511,42810000
2000-02-08,30.91534805,31.27049278,30.68450398,30.91534805,38026000
2000-02-09,29.72561264,30.93310467,29.69009817,30.72001784,38615200
2000-02-10,30.57796288,30.72002077,29.31719902,29.65458653,43539200
2000-02-11,30.08074379,30.89757627,29.90317151,30.4714028,37756000
2000-02-14,31.21721458,31.23497182,30.01416209,30.20505234,34374200
2000-02-15,31.82096672,32.06956802,29.90318524,31.23497794,62771400
