Date,Close,High,Low,Open,Volume
2000-01-03,35.72671127,36.35887292,34.32829308,35.97574465,53228400
2000-01-04,34.51985168,35.89911324,34.40491322,34.80719784,54119000
2000-01-05,34.88382721,35.66924012,33.52372192,34.06010147,64059600
2000-01-06,33.7152977,34.90299569,33.2172308,34.38577237,54976600
2000-01-07,34.15589142,34.40492484,32.8915679,33.29385266,62013600
2000-01-10,34.40493774,34.8455355,34.13674781,34.7689098,44963600
2000-01-11,33.52373505,35.01793581,33.31301443,34.17505333,46743600
2000-01-12,32.4318161,33.3704806,32.0103749,33.25554209,66532400
2000-01-13,33.04481888,33.2938523,31.11002079,31.99121596,83144000
2000-01-14,34.40493774,34.9221612,32.41266963,32.85326739,73416400
2000-01-18,35.34359741,35.70756942,34.25168139,34.27083782,81483600
2000-01-19,32.79578018,34.17504197,32.48927756,33.86853935,97568200
2000-01-20,32.48926163,33.61948948,32.45094882,32.8149205,56349800
2000-01-21,31.79965782,32.87241736,31.64640646,32.79579168,68416200
2000-01-24,31.03339767,32.39350338,30.89930275,31.81402172,63597600
2000-01-25,31.51229668,31.83795567,30.51616329,30.95676075,59823200
2000-01-26,30.4587059,31.72302954,30.38208023,31.39737042,49365000
2000-01-27,30.26714325,31.01424362,29.80738917,30.61674791,63654800
2000-01-28,30.11388397,30.72688924,29.80738134,30.07557114,58225400
2000-01-31,29.99895668,30.09473879,29.07944843,29.92233099,73194200
2000-02-01,31.55062485,31.64640695,29.94148551,30.19051898,70196600
2000-02-02,30.89930344,31.85712437,30.80352134,31.39737032,49915600
2000-02-03,31.76134872,31.93375653,30.68858906,31.28243816,49186000
2000-02-04,32.66168213,33.1022796,31.91937117,31.99120772,55365400
2000-02-07,32.68084717,32.75747284,31.95290333,32.73831642,40005800
2000-02-08,33.69614792,33.71530434,32.62338824,32.62338824,56229000
2000-02-09,31.87627792,33.5428862,31.83796509,33.5428862,55090000
2000-02-10,32.48926163,32.66166927,31.41650299,31.84273298,54527800
2000-02-11,30.63110542,32.1444621,30.38207205,32.1444621,115559000
2000-02-14,30.53534508,31.1866636,30.36293723,31.02862308,81028600
2000-02-15,30.20965385,30.65025122,30.07555901,30.57362559,71027600
2000-02-16,29.92232704,30.70774024,29.76907569,30.42039395,65202600
2000-02-17,30.53534508,30.5545015,29.77387709,30.19052939,80343400
2000-02-18,29.13689804,30.66941076,29.07942881,30.65025435,79063000
2000-02-22,28.75378609,29.76907634,28.44728337,29.1560709,66296200
2000-02-23,28.88787842,29.34763245,28.21740379,28.6580014,75847200
2000-02-24,29.04112816,29.38594366,28.19824581,28.88787682,69733200
2000-02-25,27.98753929,29.02677544,27.73850575,29.02198633,65301400
2000-02-28,28.06415939,28.2365672,27.01055614,27.66187451,76131800
2000-02-29,27.39367485,28.12161866,27.24042352,28.12161866,58437400
2000-03-01,27.8342762,28.83998817,27.25958364,27.47030425,106889800
2000-03-02,28.6196804,29.23268561,27.93004955,28.14077009,106932600
2000-03-03,29.46257401,30.30545649,28.77294288,29.04113276,101435200
2000-03-06,27.77680016,29.84569286,27.62354884,29.42425175,93609400
2000-03-07,28.46643257,29.88400728,28.17908635,29.46256615,135061000
2000-03-08,29.29016113,29.4817253,27.89174271,28.75378147,94290000
2000-03-09,30.65026665,30.65026665,29.11775331,29.2135354,88198800
2000-03-10,30.95676422,31.41651815,30.4970103,30.51616671,85589000
2000-03-13,30.03727531,30.72690664,29.88402391,29.92233676,61831800
2000-03-14,29.15607071,30.42039441,29.15607071,30.22883021,73489200
2000-03-15,29.23268509,29.61581333,28.71546196,28.98365173,53208000
2000-03-16,29.23268509,29.63496975,28.58136707,29.4050928,77300800
2000-03-17,30.4587059,30.49701874,28.96450524,29.19438226,81161600
2000-03-20,29.84570503,30.57364906,29.57751513,30.26714631,47773000
2000-03-21,31.4931469,31.60808539,29.57750536,29.65413102,81648800
2000-03-22,31.64639854,32.37434234,30.99508041,31.51230364,93975800
2000-03-23,34.28998566,34.59648832,32.68084667,32.73831591,148224000
2000-03-24,34.23252106,35.24781127,33.58120281,34.51986734,112196800
2000-03-27,31.89543343,33.17891333,31.85712059,33.0304511,111434000
2000-03-28,31.97205925,32.92988008,31.37821034,31.76133867,81114400
2000-03-29,32.85326385,33.38964367,32.22110193,32.24025835,64363800
2000-03-30,31.68470764,33.29384636,31.41651786,32.54674624,64178400
