Date,Close,High,Low,Open,Volume
2000-01-03,58.12049484,58.12049484,56.0537133,56.33554497,10823694
2000-01-04,56.14764023,57.36892241,55.55265712,57.11840278,8606279
2000-01-05,58.12049484,59.99939261,56.17897315,56.58606467,13318927
2000-01-06,57.11839676,59.59227281,56.86787716,59.12254956,8338607
2000-01-07,56.86789322,59.0912503,55.42740711,58.74678675,12402108
2000-01-10,59.12255859,59.8114856,57.80733249,58.74677914,8933363
2000-01-11,59.62360001,60.68830651,58.43363368,59.0599328,8235472
2000-01-12,59.87410355,61.12669745,59.2478046,59.93673144,7116775
2000-01-13,59.24780273,60.62566038,57.99520488,60.09330529,8880226
2000-01-14,59.93672562,61.78430634,58.87201951,60.59434045,11460604
2000-01-18,57.9951973,59.99935361,57.61942199,59.96803767,7995519
2000-01-19,59.87410355,61.12669745,56.46077727,57.90126286,9031687
2000-01-20,59.62360001,62.50457195,59.62360001,61.62775318,18601436
2000-01-21,60.87619781,61.62775275,60.09332292,61.06408555,8230660
2000-01-24,60.87619781,61.56512484,58.40231732,61.06408555,6798163
2000-01-25,59.68624115,59.87413293,58.12049501,58.49627456,7255997
2000-01-26,58.49628067,60.09334294,58.12050108,59.65493541,5120275
2000-01-27,56.86789322,59.34176997,55.92844645,59.12256625,8707532
2000-01-28,55.89713669,57.2123631,55.14557759,56.49211997,6976192
2000-01-31,56.24155045,56.52338586,54.92632519,55.80314336,6488024
2000-02-01,55.11426926,56.83659142,54.67586172,56.30423599,7640716
2000-02-02,56.86789322,58.0265437,55.30214728,56.11633421,8062254
2000-02-03,58.68415833,58.87204608,57.14972436,57.61945173,6499635
2000-02-04,57.93258286,59.34175259,57.52548751,59.21649279,5653944
2000-02-07,57.18103409,58.55889211,56.67999481,58.12048074,6045357
2000-02-08,59.5923233,59.68636607,58.27571261,58.65188366,5715658
2000-02-09,58.87131119,60.06252997,58.68322169,59.68635499,5621936
2000-02-10,59.74902725,59.74902725,58.62050671,59.02802646,4651144
2000-02-11,57.86816406,59.90577508,57.46064026,59.71768963,6013872
2000-02-14,58.21299362,58.36973417,57.42929888,58.18164471,4753024
